Sentence,BIO Tags
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_users_and_groups_groupsdp_folders_marker_fix,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_users_and_groups_modFed,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_users_and_groups_search_by_external_users_in_user_activity_report,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_users_and_groups_search_by_userid_v1,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_users_and_groups_search_pagination_fix,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_users_and_groups_terminate_sessions_on_coadmin_promotion,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_users_and_groups_terminate_sessions_on_joining_enterprise,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_users_and_groups_use_migrated_admin_permission_assignment_repository,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_users_and_groups_use_migrated_app_repository,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_users_and_groups_use_migrated_group_submaster_repository,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_users_and_groups_use_migrated_user_repository,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_video_preview_modernization_mobile,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_webapp_drive_a_box_traffic_to_app_box_q1fy24,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_webapp_drive_m_box_traffic_to_app_box_q1fy24,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_webapp_gsuite_ux_improvements,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_wopi_coauthoring_mobile,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_wopi_service_id_mobile,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.enterprise_work_dynamic_naming_enhancements_1_q1fy24,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.eua_cascading_metadata_fix,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.eua_collections_button_in_filelist,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.fsys_cross_shard_move_batch_child_entities,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.gxp_features_no_segments_q224,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.gxp_features_q123,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.gxp_features_q124,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.gxp_features_q125,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.gxp_features_q223,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.gxp_features_q225,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.gxp_features_q323,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.gxp_features_q324,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.gxp_features_q325,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.gxp_features_q423,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.gxp_features_q424,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.gxp_features_q425,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.incremental_rollout_demo_flow,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.intelligence-content-answers,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.job_chunk_download_mobile,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.mena_test_flag,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.minimum_upgrade_version_android_mobile,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.mobile_chunk_download_job,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.MOBILE-19483,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.notes_test,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.notifications_suppression_list,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.preview_content_insights_prod_users,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.sandbox_send_emails_notifications_via_notifications_platform,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.Shrutee-Test,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.sign_templates_store_migration_q1fy25,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.testImpressions,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_advanced_content_insights,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_advanced_content_insights_notifications,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_box_ai,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_box_ai_adoption_modal,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_box_ai_notes,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_box_ai_qa,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_box_ai_qa_citations,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_box_ai_qa_fast_follows,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_box_ai_streaming,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_box_canvas_new_badge,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_box_relay_copy_metadata,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_box_relay_form_as_trigger,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_box_relay_form_fields_as_variables,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_box_relay_sign_as_outcome_q2fy25,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_box_relay_workflow_starter_in_form_submission,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_box-canvas-personal-users-ga-enabled,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_canvas_embedded_browser_ios,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_cao_creation_enabled,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_cao_folder_tree,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_content_intelligence_intelligent_query,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_contextual_message_top_level,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_custom_availability_enabled,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_derivative_apps_enabled,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_disable_contextual_request,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_docgen,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_docgen_as_outcome,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_document_preview_modernization_mobile,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_edr_integration_crowdstrike_exempt,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_enterprise_plus_flair_experiment,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_esl_iwork_mobile_5_8_8,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_eua_post_item_hydration,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_experiment_box_canvas_new_badge,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_experiment_boxcanvas_add-first-object,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_experiment_boxcanvas-dfs-background-image,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_experiment_boxcanvas-ftux-flow,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_experiment_house_ads_v2,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_experiment_hubs_beta_badge,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_experiment_hubs_new_badge,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_experiment_notes_adoption_play,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_experiment_pa_amazon_modal,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_experiment_product_tour,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_experiment_product_tour_box_drive_tooltip,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_experiment_upgrade_flow_revamp_V2,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_experiment_welcome_modal,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_feature_modal_experiment,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_fetch_app_version_from_split,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_fetch_app_version_from_split_devconsole,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_fetch_module_version_from_split,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_fileactivities_threadedreplies_mobile,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_fsys_call_collabs_where_users_own_and_parity_log,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_fsys_cc_app_items_external_aocs,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_fsys_cross_shard_move_reorder_items,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_fsys_enable_mi_markers_get_folder_items,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_fsys_fops_dse_fields_from_mono,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_fsys_otw_logging,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
Box_Split/3sd5ltupa3cq5t3ovm1r2kear6i4kvmeb42a/0/C__.SPLITIO.split.user_fsys_skip_cached_collabs_fetch_method,O
Pending,O
Maximum Storage Duration,O O O
: Persistent,O O
Type,O
: HTML Local Storage,O O O O
